Label,area1,area2,area3,area4,area5
Uninfected,11034,0,0,0,0
Uninfected,13491,0,0,0,0
Uninfected,11842.5,0,0,0,0
Uninfected,12808,0,0,0,0
Uninfected,14250,0,0,0,0
Uninfected,11912,0,0,0,0
Uninfected,11004,0,0,0,0
Uninfected,12788,0,0,0,0
Uninfected,12400,0,0,0,0
Uninfected,13939.5,0,0,0,0
Uninfected,10846,0,0,0,0
Uninfected,12731,0,0,0,0
Uninfected,10562.5,0,0,0,0
Uninfected,12249,0,0,0,0
Uninfected,12578.5,0,0,0,0
Uninfected,10944.5,0,0,0,0
Uninfected,13509.5,0,0,0,0
Uninfected,13127.5,0,0,0,0
Uninfected,12776,0,0,0,0
Uninfected,11508.5,0,0,0,0
Uninfected,12665,0,0,0,0
Uninfected,12836,0,0,0,0
Uninfected,11073.5,0,0,0,0
Uninfected,11375.5,0,0,0,0
Uninfected,12817.5,0,0,0,0
Uninfected,14888,0,0,0,0
Uninfected,11504,0,0,0,0
Uninfected,14454.5,0,0,0,0
Uninfected,12617,0,0,0,0
Uninfected,13752,0,0,0,0
Uninfected,13046.5,0,0,0,0
Uninfected,14996,0,0,0,0
Uninfected,10996.5,0,0,0,0
Uninfected,12611,0,0,0,0
Uninfected,12311.5,0,0,0,0
Uninfected,12116,0,0,0,0
Uninfected,10600,0,0,0,0
Uninfected,5635,0,0,0,0
Uninfected,10096,0,0,0,0
Uninfected,10742.5,0,0,0,0
Uninfected,10240,0,0,0,0
Uninfected,11171,0,0,0,0
Uninfected,13888.5,0,0,0,0
Uninfected,13924.5,0,0,0,0
Uninfected,8627,0,0,0,0
Uninfected,13626.5,0,0,0,0
Uninfected,9259.5,0,0,0,0
Uninfected,10358,0,0,0,0
Uninfected,10851,0,0,0,0
Uninfected,9970.5,0,0,0,0
Uninfected,9893.5,0,0,0,0
Uninfected,11187,0,0,0,0
Uninfected,13259.5,0,0,0,0
Uninfected,10808,0,0,0,0
Uninfected,9900,0,0,0,0
Uninfected,11064,0,0,0,0
Uninfected,10301,0,0,0,0
Uninfected,10957,0,0,0,0
Uninfected,10224,0,0,0,0
Uninfected,11873,0,0,0,0
Uninfected,13465.5,0,0,0,0
Uninfected,9561.5,0,0,0,0
Uninfected,13359,0,0,0,0
Uninfected,11401,0,0,0,0
Uninfected,9373.5,0,0,0,0
Uninfected,10436,0,0,0,0
Uninfected,11181,0,0,0,0
Uninfected,10603,0,0,0,0
Uninfected,10219.5,0,0,0,0
Uninfected,11728.5,0,0,0,0
Uninfected,13163.5,0,0,0,0
Uninfected,13931.5,0,0,0,0
Uninfected,11468,0,0,0,0
Uninfected,10587,0,0,0,0
Uninfected,10405.5,0,0,0,0
Uninfected,11804.5,0,0,0,0
Uninfected,10672.5,0,0,0,0
Uninfected,9867.5,0,0,0,0
Uninfected,13040.5,0,0,0,0
Uninfected,180,11550,0,0,0
Uninfected,12385,0,0,0,0
Uninfected,12434.5,0,0,0,0
Uninfected,12698,0,0,0,0
Uninfected,10922.5,0,0,0,0
Uninfected,7788.5,0,0,0,0
Uninfected,7999,0,0,0,0
Uninfected,12242.5,0,0,0,0
Uninfected,10353,0,0,0,0
Uninfected,11705,0,0,0,0
Uninfected,12392.5,0,0,0,0
Uninfected,8619,0,0,0,0
Uninfected,9448,0,0,0,0
Uninfected,10758.5,0,0,0,0
Uninfected,10088.5,0,0,0,0
Uninfected,8805,0,0,0,0
Uninfected,10242.5,0,0,0,0
Uninfected,8991,0,0,0,0
Uninfected,8769.5,0,0,0,0
Uninfected,11895.5,0,0,0,0
Uninfected,14387,0,0,0,0
Uninfected,12300.5,0,0,0,0
Uninfected,11941.5,0,0,0,0
Uninfected,9709.5,0,0,0,0
Uninfected,15080,0,0,0,0
Uninfected,11060.5,0,0,0,0
Uninfected,12668.5,0,0,0,0
Uninfected,12278,0,0,0,0
Uninfected,14427,0,0,0,0
Uninfected,11302.5,0,0,0,0
Uninfected,12370.5,0,0,0,0
Uninfected,10956.5,0,0,0,0
Uninfected,13124,0,0,0,0
Uninfected,10424.5,0,0,0,0
Uninfected,14698,0,0,0,0
Uninfected,10345.5,0,0,0,0
Uninfected,12451,0,0,0,0
Uninfected,8954.5,0,0,0,0
Uninfected,10390,0,0,0,0
Uninfected,9232.5,0,0,0,0
Uninfected,11522.5,0,0,0,0
Uninfected,12219.5,0,0,0,0
Uninfected,9620.5,0,0,0,0
Uninfected,14859,0,0,0,0
Uninfected,10618.5,0,0,0,0
Uninfected,11924.5,0,0,0,0
Uninfected,12739,0,0,0,0
Uninfected,10800,0,0,0,0
Uninfected,10627,0,0,0,0
Uninfected,12565.5,0,0,0,0
Uninfected,10497.5,0,0,0,0
Uninfected,10465,0,0,0,0
Uninfected,13221,0,0,0,0
Uninfected,11970,0,0,0,0
Uninfected,11613,0,0,0,0
Uninfected,834.5,11810,0,0,0
Uninfected,7865.5,0,0,0,0
Uninfected,12762.5,0,0,0,0
Uninfected,11345.5,29,0,0,0
Uninfected,7986,0,0,0,0
Uninfected,12132.5,0,0,0,0
Uninfected,12360.5,0,0,0,0
Uninfected,11225.5,0,0,0,0
Uninfected,13896,0,0,0,0
Uninfected,12078.5,0,0,0,0
Uninfected,13795,0,0,0,0
Uninfected,13919,0,0,0,0
Uninfected,14172,0,0,0,0
Uninfected,14591,0,0,0,0
Uninfected,15509.5,0,0,0,0
Uninfected,12811,0,0,0,0
Uninfected,13764.5,0,0,0,0
Uninfected,14792,0,0,0,0
Uninfected,15347,0,0,0,0
Uninfected,11802,0,0,0,0
Uninfected,15729,0,0,0,0
Uninfected,12971,0,0,0,0
Uninfected,15184,0,0,0,0
Uninfected,12361.5,0,0,0,0
Uninfected,14763,0,0,0,0
Uninfected,15096,0,0,0,0
Uninfected,13685,0,0,0,0
Uninfected,15001.5,0,0,0,0
Uninfected,11375.5,0,0,0,0
Uninfected,14089.5,0,0,0,0
Uninfected,13620,0,0,0,0
Uninfected,14324,0,0,0,0
Uninfected,14150,0,0,0,0
Uninfected,14103,0,0,0,0
Uninfected,14771.5,0,0,0,0
Uninfected,13432.5,0,0,0,0
Uninfected,13012.5,0,0,0,0
Uninfected,13640,0,0,0,0
Uninfected,14319.5,0,0,0,0
Uninfected,12437.5,0,0,0,0
Uninfected,18207,0,0,0,0
Uninfected,13598.5,0,0,0,0
Uninfected,12059,0,0,0,0
Uninfected,14446,0,0,0,0
Uninfected,10968.5,0,0,0,0
Uninfected,11967.5,0,0,0,0
Uninfected,15385,0,0,0,0
Uninfected,13201.5,0,0,0,0
Uninfected,11860,0,0,0,0
Uninfected,15259.5,0,0,0,0
Uninfected,13598,0,0,0,0
Uninfected,12879,0,0,0,0
Uninfected,13257,0,0,0,0
Uninfected,12275.5,0,0,0,0
Uninfected,13943,0,0,0,0
Uninfected,13119,0,0,0,0
Uninfected,14208,0,0,0,0
Uninfected,13484,0,0,0,0
Uninfected,11451.5,0,0,0,0
Uninfected,10069.5,0,0,0,0
Uninfected,13501.5,0,0,0,0
Uninfected,14173.5,0,0,0,0
Uninfected,14675,0,0,0,0
Uninfected,13945.5,0,0,0,0
Uninfected,13088.5,0,0,0,0
Uninfected,13537.5,0,0,0,0
Uninfected,12899.5,0,0,0,0
Uninfected,15307.5,0,0,0,0
Uninfected,13479.5,0,0,0,0
Uninfected,11420,0,0,0,0
Uninfected,10076.5,0,0,0,0
Uninfected,14713.5,0,0,0,0
Uninfected,15244,0,0,0,0
Uninfected,12846.5,0,0,0,0
Uninfected,10499,0,0,0,0
Uninfected,13903,0,0,0,0
Uninfected,11836,0,0,0,0
Uninfected,12777,0,0,0,0
Uninfected,15514,0,0,0,0
Uninfected,10301,0,0,0,0
Uninfected,13635.5,0,0,0,0
Uninfected,12494,0,0,0,0
Uninfected,13300.5,0,0,0,0
Uninfected,10037.5,0,0,0,0
Uninfected,11906,0,0,0,0
Uninfected,10846,0,0,0,0
Uninfected,14074.5,0,0,0,0
Uninfected,11946,0,0,0,0
Uninfected,10467,0,0,0,0
Uninfected,10771,0,0,0,0
Uninfected,11639,0,0,0,0
Uninfected,11148.5,0,0,0,0
Uninfected,14196.5,0,0,0,0
Uninfected,10302,0,0,0,0
Uninfected,9566,0,0,0,0
Uninfected,11164.5,0,0,0,0
Uninfected,12432.5,0,0,0,0
Uninfected,9246.5,0,0,0,0
Uninfected,12224.5,0,0,0,0
Uninfected,13770.5,0,0,0,0
Uninfected,11673,0,0,0,0
Uninfected,2,13630,0,0,0
Uninfected,10107.5,0,0,0,0
Uninfected,12947,0,0,0,0
Uninfected,9175.5,0,0,0,0
Uninfected,4,15061,0,0,0
Uninfected,10684,0,0,0,0
Uninfected,11586.5,0,0,0,0
Uninfected,13055.5,0,0,0,0
Uninfected,11298,0,0,0,0
Uninfected,12616,0,0,0,0
Uninfected,12943.5,0,0,0,0
Uninfected,9291,0,0,0,0
Uninfected,10210,0,0,0,0
Uninfected,10823.5,0,0,0,0
Uninfected,17116,0,0,0,0
Uninfected,12139,0,0,0,0
Uninfected,11762.5,0,0,0,0
Uninfected,10078.5,0,0,0,0
Uninfected,11265,0,0,0,0
Uninfected,7692,0,0,0,0
Uninfected,10817,0,0,0,0
Uninfected,13073,0,0,0,0
Uninfected,8591.5,0,0,0,0
Uninfected,14309,0,0,0,0
Uninfected,11116,0,0,0,0
Uninfected,12415.5,0,0,0,0
Uninfected,12288.5,0,0,0,0
Uninfected,11275.5,0,0,0,0
Uninfected,11788.5,0,0,0,0
Uninfected,12677.5,0,0,0,0
Uninfected,14134.5,0,0,0,0
Uninfected,15033,0,0,0,0
Uninfected,12865.5,0,0,0,0
Uninfected,12171,0,0,0,0
Uninfected,10490,0,0,0,0
Uninfected,12334,0,0,0,0
Uninfected,10763,0,0,0,0
Uninfected,9477.5,0,0,0,0
Uninfected,13591.5,0,0,0,0
Uninfected,7268,0,0,0,0
Uninfected,12180,0,0,0,0
Uninfected,11839.5,0,0,0,0
Uninfected,12577,0,0,0,0
Uninfected,11586.5,0,0,0,0
Uninfected,46.5,11075,0,0,0
Uninfected,11605,0,0,0,0
Uninfected,13000.5,0,0,0,0
Uninfected,12090,0,0,0,0
Uninfected,148,192.5,11390.5,0,0
Uninfected,12681,0,0,0,0
Uninfected,10933,0,0,0,0
Uninfected,10025,0,0,0,0
Uninfected,12136.5,0,0,0,0
Uninfected,13388,0,0,0,0
Uninfected,11543.5,0,0,0,0
Uninfected,12805.5,0,0,0,0
Uninfected,11394.5,0,0,0,0
Uninfected,11988,0,0,0,0
Uninfected,11774.5,0,0,0,0
Uninfected,12694.5,0,0,0,0
Uninfected,10771,0,0,0,0
Uninfected,12087,0,0,0,0
Uninfected,9784,0,0,0,0
Uninfected,12453.5,0,0,0,0
Uninfected,13367,0,0,0,0
Uninfected,12164,0,0,0,0
Uninfected,14281.5,0,0,0,0
Uninfected,12876,0,0,0,0
Uninfected,10279.5,0,0,0,0
Uninfected,10501.5,0,0,0,0
Uninfected,12138,0,0,0,0
Uninfected,10874,0,0,0,0
Uninfected,11357.5,0,0,0,0
Uninfected,11206.5,0,0,0,0
Uninfected,13620,0,0,0,0
Uninfected,9771.5,0,0,0,0
Uninfected,12253,0,0,0,0
Uninfected,14329.5,0,0,0,0
Uninfected,13846,0,0,0,0
Uninfected,10690.5,0,0,0,0
Uninfected,12600,0,0,0,0
Uninfected,10627.5,0,0,0,0
Uninfected,12026.5,0,0,0,0
Uninfected,13484.5,0,0,0,0
Uninfected,11035,0,0,0,0
Uninfected,10266,0,0,0,0
Uninfected,9250,0,0,0,0
Uninfected,12963.5,0,0,0,0
Uninfected,12427.5,0,0,0,0
Uninfected,11144.5,0,0,0,0
Uninfected,10537.5,0,0,0,0
Uninfected,8818.5,0,0,0,0
Uninfected,10348.5,0,0,0,0
Uninfected,12523,0,0,0,0
Uninfected,13493,0,0,0,0
Uninfected,10464,0,0,0,0
Uninfected,12482,0,0,0,0
Uninfected,13485.5,0,0,0,0
Uninfected,11647.5,0,0,0,0
Uninfected,14696.5,0,0,0,0
Uninfected,11407,0,0,0,0
Uninfected,14089.5,0,0,0,0
Uninfected,10743.5,0,0,0,0
Uninfected,7551,0,0,0,0
Uninfected,12348.5,0,0,0,0
Uninfected,13408,0,0,0,0
Uninfected,13112.5,0,0,0,0
Uninfected,11120.5,0,0,0,0
Uninfected,13708,0,0,0,0
Uninfected,10868,0,0,0,0
Uninfected,12144,0,0,0,0
Uninfected,12741,0,0,0,0
Uninfected,14236,0,0,0,0
Uninfected,15424,0,0,0,0
Uninfected,15709.5,0,0,0,0
Uninfected,14155,0,0,0,0
Uninfected,12816,0,0,0,0
Uninfected,15209,0,0,0,0
Uninfected,15182,0,0,0,0
Uninfected,16474,0,0,0,0
Uninfected,16857.5,0,0,0,0
Uninfected,15204.5,0,0,0,0
Uninfected,12842.5,0,0,0,0
Uninfected,12463.5,0,0,0,0
Uninfected,12393,0,0,0,0
Uninfected,13982,0,0,0,0
Uninfected,14816,0,0,0,0
Uninfected,16127.5,0,0,0,0
Uninfected,12139,0,0,0,0
Uninfected,14534.5,0,0,0,0
Uninfected,17033,0,0,0,0
Uninfected,12188,0,0,0,0
Uninfected,12454.5,0,0,0,0
Uninfected,13165.5,0,0,0,0
Uninfected,14474,0,0,0,0
Uninfected,6,15388.5,0,0,0
Uninfected,12785.5,0,0,0,0
Uninfected,10576.5,0,0,0,0
Uninfected,12998,0,0,0,0
Uninfected,13630.5,0,0,0,0
Uninfected,13172.5,0,0,0,0
Uninfected,10646.5,0,0,0,0
Uninfected,15785,0,0,0,0
Uninfected,12019.5,0,0,0,0
Uninfected,14323.5,0,0,0,0
Uninfected,14239,0,0,0,0
Uninfected,12791.5,0,0,0,0
Uninfected,11181.5,0,0,0,0
Uninfected,14241.5,0,0,0,0
Uninfected,12864.5,0,0,0,0
Uninfected,15671,0,0,0,0
Uninfected,13097,0,0,0,0
Uninfected,32.5,15077,0,0,0
Uninfected,158,15275.5,0,0,0
Uninfected,12669.5,0,0,0,0
Uninfected,25212.5,0,0,0,0
Uninfected,13252,0,0,0,0
Uninfected,12308.5,0,0,0,0
Uninfected,12460,0,0,0,0
Uninfected,13199.5,0,0,0,0
Uninfected,2,34.5,28,0,16514
Uninfected,68,16109.5,0,0,0
Uninfected,11791,0,0,0,0
Uninfected,22,11903.5,0,0,0
Uninfected,14987,0,0,0,0
Uninfected,12479,0,0,0,0
Uninfected,15040.5,0,0,0,0
Uninfected,26.5,46.5,31,1.5,761.5
Uninfected,88,16972,0,0,0
Uninfected,14439.5,0,0,0,0
Uninfected,14555,0,0,0,0
Uninfected,13630.5,0,0,0,0
Uninfected,12701.5,0,0,0,0
Uninfected,11613,0,0,0,0
Uninfected,14988,0,0,0,0
Uninfected,13861.5,0,0,0,0
Uninfected,13563.5,0,0,0,0
Uninfected,13992,0,0,0,0
Uninfected,15061.5,0,0,0,0
Uninfected,13209,0,0,0,0
Uninfected,12439.5,0,0,0,0
Uninfected,15430,0,0,0,0
Uninfected,356,16438.5,0,0,0
Uninfected,13742,0,0,0,0
Uninfected,11720.5,0,0,0,0
Uninfected,12697.5,0,0,0,0
Uninfected,15766,0,0,0,0
Uninfected,12539,0,0,0,0
Uninfected,16009.5,0,0,0,0
Uninfected,12749.5,0,0,0,0
Uninfected,12594.5,0,0,0,0
Uninfected,14277,0,0,0,0
Uninfected,17396.5,0,0,0,0
Uninfected,13441,0,0,0,0
Uninfected,14131.5,0,0,0,0
Uninfected,14025.5,0,0,0,0
Uninfected,13043.5,0,0,0,0
Uninfected,14928,0,0,0,0
Uninfected,14481,0,0,0,0
Uninfected,15589,0,0,0,0
Uninfected,16020.5,0,0,0,0
Uninfected,14992,0,0,0,0
Uninfected,12133.5,0,0,0,0
Uninfected,14050,0,0,0,0
Uninfected,14058,0,0,0,0
Uninfected,14679.5,0,0,0,0
Uninfected,17734.5,0,0,0,0
Uninfected,181.5,13202,0,0,0
Uninfected,17802.5,0,0,0,0
Uninfected,12293.5,0,0,0,0
Uninfected,13130,0,0,0,0
Uninfected,13600.5,0,0,0,0
Uninfected,11619,0,0,0,0
Uninfected,15630,0,0,0,0
Uninfected,16252.5,0,0,0,0
Uninfected,15451,0,0,0,0
Uninfected,14519,0,0,0,0
Uninfected,16012.5,0,0,0,0
Uninfected,13555,0,0,0,0
Uninfected,15011,0,0,0,0
Uninfected,14049.5,0,0,0,0
Uninfected,16121,0,0,0,0
Uninfected,15219.5,0,0,0,0
Uninfected,15779,0,0,0,0
Uninfected,14514,0,0,0,0
Uninfected,15007,0,0,0,0
Uninfected,14254.5,0,0,0,0
Uninfected,13123,0,0,0,0
Uninfected,15725,0,0,0,0
Uninfected,14328,0,0,0,0
Uninfected,13319.5,0,0,0,0
Uninfected,13403.5,0,0,0,0
Uninfected,13467,0,0,0,0
Uninfected,15517.5,0,0,0,0
Uninfected,13256,0,0,0,0
Uninfected,12456,0,0,0,0
Uninfected,15255,0,0,0,0
Uninfected,11746,0,0,0,0
Uninfected,13824.5,0,0,0,0
Uninfected,15036.5,0,0,0,0
Uninfected,15339.5,0,0,0,0
Uninfected,17217,0,0,0,0
Uninfected,13939.5,0,0,0,0
Uninfected,13062,0,0,0,0
Uninfected,13300,0,0,0,0
Uninfected,10039.5,0,0,0,0
Uninfected,15401.5,0,0,0,0
Uninfected,13935.5,0,0,0,0
Uninfected,12118.5,0,0,0,0
Uninfected,11606.5,0,0,0,0
Uninfected,13162,0,0,0,0
Uninfected,16875.5,0,0,0,0
Uninfected,15112.5,0,0,0,0
Uninfected,13550,0,0,0,0
Uninfected,14201.5,0,0,0,0
Uninfected,15351.5,0,0,0,0
Uninfected,12995.5,0,0,0,0
Uninfected,13610.5,0,0,0,0
Uninfected,17449.5,0,0,0,0
Uninfected,13061,0,0,0,0
Uninfected,13207,0,0,0,0
Uninfected,13289.5,0,0,0,0
Uninfected,12364,0,0,0,0
Uninfected,11091,0,0,0,0
Uninfected,16270,0,0,0,0
Uninfected,16322.5,0,0,0,0
Uninfected,16653.5,0,0,0,0
Uninfected,14777,0,0,0,0
Uninfected,13737,0,0,0,0
Uninfected,13996,0,0,0,0
Uninfected,13800.5,0,0,0,0
Uninfected,14366.5,0,0,0,0
Uninfected,14140.5,0,0,0,0
Uninfected,11735,0,0,0,0
Uninfected,15713.5,0,0,0,0
Uninfected,11528,0,0,0,0
Uninfected,12923,0,0,0,0
Uninfected,12023,0,0,0,0
Uninfected,13195,0,0,0,0
Uninfected,14926,0,0,0,0
Uninfected,15389,0,0,0,0
Uninfected,14700,0,0,0,0
Uninfected,11288.5,0,0,0,0
Uninfected,14716.5,0,0,0,0
Uninfected,12781.5,0,0,0,0
Uninfected,14024,0,0,0,0
Uninfected,11497,0,0,0,0
Uninfected,11055,0,0,0,0
Uninfected,13158.5,0,0,0,0
Uninfected,12547,0,0,0,0
Uninfected,13438.5,0,0,0,0
Uninfected,13107,0,0,0,0
Uninfected,13487.5,0,0,0,0
Uninfected,12969,0,0,0,0
Uninfected,12472.5,0,0,0,0
Uninfected,11800.5,0,0,0,0
Uninfected,14382,0,0,0,0
Uninfected,12067,0,0,0,0
Uninfected,14523.5,0,0,0,0
Uninfected,14410,0,0,0,0
Uninfected,13697.5,0,0,0,0
Uninfected,13824.5,0,0,0,0
Uninfected,13970,0,0,0,0
Uninfected,14503,0,0,0,0
Uninfected,22528,0,0,0,0
Uninfected,15356,0,0,0,0
Uninfected,12299.5,0,0,0,0
Uninfected,13662,0,0,0,0
Uninfected,17482,0,0,0,0
Uninfected,72,13952.5,0,0,0
Uninfected,16141.5,0,0,0,0
Uninfected,18691.5,0,0,0,0
Uninfected,17327,0,0,0,0
Uninfected,13699.5,0,0,0,0
Uninfected,15498,0,0,0,0
Uninfected,13671,0,0,0,0
Uninfected,12313.5,0,0,0,0
Uninfected,11464,0,0,0,0
Uninfected,12236.5,0,0,0,0
Uninfected,10651.5,0,0,0,0
Uninfected,12086,0,0,0,0
Uninfected,10513.5,0,0,0,0
Uninfected,15438,0,0,0,0
Uninfected,14122,0,0,0,0
Uninfected,13650,0,0,0,0
Uninfected,12308,0,0,0,0
Uninfected,12431.5,0,0,0,0
Uninfected,15415,0,0,0,0
Uninfected,11533,0,0,0,0
Uninfected,11848.5,0,0,0,0
Uninfected,12774,0,0,0,0
Uninfected,13518,0,0,0,0
Uninfected,14227.5,0,0,0,0
Uninfected,12208,0,0,0,0
Uninfected,13890,0,0,0,0
Uninfected,10301.5,0,0,0,0
Uninfected,13903.5,0,0,0,0
Uninfected,8111,0,0,0,0
Uninfected,11698.5,0,0,0,0
Uninfected,12287.5,0,0,0,0
Uninfected,13877.5,0,0,0,0
Uninfected,14837.5,0,0,0,0
Uninfected,14970.5,0,0,0,0
Uninfected,12787,0,0,0,0
Uninfected,12475,0,0,0,0
Uninfected,13361.5,0,0,0,0
Uninfected,11817.5,0,0,0,0
Uninfected,11977.5,0,0,0,0
Uninfected,12430,0,0,0,0
Uninfected,12125.5,0,0,0,0
Uninfected,14851,0,0,0,0
Uninfected,13275.5,0,0,0,0
Uninfected,11875,0,0,0,0
Uninfected,11777.5,0,0,0,0
Uninfected,11202,0,0,0,0
Uninfected,13943,0,0,0,0
Uninfected,10837,0,0,0,0
Uninfected,11832,0,0,0,0
Uninfected,14696,0,0,0,0
Uninfected,11405.5,0,0,0,0
Uninfected,10135.5,0,0,0,0
Uninfected,13161.5,0,0,0,0
Uninfected,14173,0,0,0,0
Uninfected,168,13000.5,0,0,0
Uninfected,13845.5,0,0,0,0
Uninfected,17194,0,0,0,0
Uninfected,12181,0,0,0,0
Uninfected,11187,0,0,0,0
Uninfected,11589.5,0,0,0,0
Uninfected,11967,0,0,0,0
Uninfected,12363.5,0,0,0,0
Uninfected,9836,0,0,0,0
Uninfected,13042,0,0,0,0
Uninfected,12931,0,0,0,0
Uninfected,12228,0,0,0,0
Uninfected,13474,0,0,0,0
Uninfected,10.5,12621,0,0,0
Uninfected,6949.5,0,0,0,0
Uninfected,11999.5,0,0,0,0
Uninfected,12956.5,0,0,0,0
Uninfected,13713.5,0,0,0,0
Uninfected,9642,0,0,0,0
Uninfected,10530.5,0,0,0,0
Uninfected,13060,0,0,0,0
Uninfected,16556,0,0,0,0
Uninfected,13818.5,0,0,0,0
Uninfected,15314.5,0,0,0,0
Uninfected,12624.5,0,0,0,0
Uninfected,16153.5,0,0,0,0
Uninfected,12435.5,0,0,0,0
Uninfected,13206.5,0,0,0,0
Uninfected,11325.5,0,0,0,0
Uninfected,12177.5,0,0,0,0
Uninfected,12822.5,0,0,0,0
Uninfected,15012,0,0,0,0
Uninfected,16087.5,0,0,0,0
Uninfected,11942.5,0,0,0,0
Uninfected,12908,0,0,0,0
Uninfected,15653.5,0,0,0,0
Uninfected,8931.5,0,0,0,0
Uninfected,13782.5,0,0,0,0
Uninfected,11863.5,0,0,0,0
Uninfected,14479,0,0,0,0
Uninfected,14918,0,0,0,0
Uninfected,9748,0,0,0,0
Uninfected,12613.5,0,0,0,0
Uninfected,14378.5,0,0,0,0
Uninfected,13650.5,0,0,0,0
Uninfected,14193.5,0,0,0,0
Uninfected,11802,0,0,0,0
Uninfected,14751.5,0,0,0,0
Uninfected,12537.5,0,0,0,0
Uninfected,12265,0,0,0,0
Uninfected,9436,0,0,0,0
Uninfected,13025.5,0,0,0,0
Uninfected,12818,0,0,0,0
Uninfected,10488,0,0,0,0
Uninfected,11085,0,0,0,0
Uninfected,10396,0,0,0,0
Uninfected,13006,0,0,0,0
Uninfected,14419.5,0,0,0,0
Uninfected,14698,0,0,0,0
Uninfected,10526.5,0,0,0,0
Uninfected,11438,0,0,0,0
Uninfected,16103,0,0,0,0
Uninfected,14052.5,0,0,0,0
Uninfected,12749,0,0,0,0
Uninfected,13756,0,0,0,0
Uninfected,17.5,117.5,47.5,10411.5,0
Uninfected,10474.5,0,0,0,0
Uninfected,11247.5,0,0,0,0
Uninfected,10082,0,0,0,0
Uninfected,11775,0,0,0,0
Uninfected,11967,0,0,0,0
Uninfected,30,8280.5,0,0,0
Uninfected,12427,0,0,0,0
Uninfected,13176,0,0,0,0
Uninfected,10747,0,0,0,0
Uninfected,9493.5,0,0,0,0
Uninfected,13950.5,0,0,0,0
Uninfected,11261.5,0,0,0,0
Uninfected,12631,0,0,0,0
Uninfected,11346.5,0,0,0,0
Uninfected,13445.5,0,0,0,0
Uninfected,10553.5,0,0,0,0
Uninfected,11809,0,0,0,0
Uninfected,12250,0,0,0,0
Uninfected,10422.5,0,0,0,0
Uninfected,11182,0,0,0,0
Uninfected,12400.5,0,0,0,0
Uninfected,10568.5,0,0,0,0
Uninfected,11072,0,0,0,0
Uninfected,11334.5,0,0,0,0
Uninfected,13990,0,0,0,0
Uninfected,11927.5,0,0,0,0
Uninfected,13883.5,0,0,0,0
Uninfected,9846,0,0,0,0
Uninfected,9343,0,0,0,0
Uninfected,14026.5,0,0,0,0
Uninfected,12969.5,0,0,0,0
Uninfected,14024.5,0,0,0,0
Uninfected,13807,0,0,0,0
Uninfected,13318,0,0,0,0
Uninfected,11787.5,0,0,0,0
Uninfected,9309,0,0,0,0
Uninfected,9535,0,0,0,0
Uninfected,11679,0,0,0,0
Uninfected,10941,0,0,0,0
Uninfected,10562.5,0,0,0,0
Uninfected,12346,0,0,0,0
Uninfected,12307,0,0,0,0
Uninfected,12286.5,0,0,0,0
Uninfected,11702,0,0,0,0
Uninfected,11134.5,0,0,0,0
Uninfected,12395.5,0,0,0,0
Uninfected,16206,0,0,0,0
Uninfected,12890,0,0,0,0
Uninfected,11459,0,0,0,0
Uninfected,14008.5,0,0,0,0
Uninfected,11939,0,0,0,0
Uninfected,13323,0,0,0,0
Uninfected,13424.5,0,0,0,0
Uninfected,12021.5,0,0,0,0
Uninfected,14613,0,0,0,0
Uninfected,13373,0,0,0,0
Uninfected,12974.5,0,0,0,0
Uninfected,12243.5,0,0,0,0
Uninfected,12327,0,0,0,0
Uninfected,0.5,13343.5,0,0,0
Uninfected,14661.5,0,0,0,0
Uninfected,16642,0,0,0,0
Uninfected,11996,0,0,0,0
Uninfected,12018.5,0,0,0,0
Uninfected,14992.5,0,0,0,0
Uninfected,13073.5,0,0,0,0
Uninfected,12620,0,0,0,0
Uninfected,15576.5,0,0,0,0
Uninfected,17174.5,0,0,0,0
Uninfected,21092,0,0,0,0
Uninfected,12085.5,0,0,0,0
Uninfected,12030.5,0,0,0,0
Uninfected,15170.5,0,0,0,0
Uninfected,13165,0,0,0,0
Uninfected,16419.5,0,0,0,0
Uninfected,19647.5,0,0,0,0
Uninfected,14822.5,0,0,0,0
Uninfected,15821,0,0,0,0
Uninfected,16222.5,0,0,0,0
Uninfected,10186.5,0,0,0,0
Uninfected,16.5,11610.5,0,0,0
Uninfected,12377.5,0,0,0,0
Uninfected,12494,0,0,0,0
Uninfected,11801.5,0,0,0,0
Uninfected,15165.5,0,0,0,0
Uninfected,14896.5,0,0,0,0
Uninfected,12537.5,0,0,0,0
Uninfected,12485,0,0,0,0
Uninfected,13468.5,0,0,0,0
Uninfected,11511,0,0,0,0
Uninfected,12383.5,0,0,0,0
Uninfected,13569,0,0,0,0
Uninfected,10,4,13198,0,0
Uninfected,12574.5,0,0,0,0
Uninfected,11844.5,0,0,0,0
Uninfected,13506.5,0,0,0,0
Uninfected,13776.5,0,0,0,0
Uninfected,10215.5,0,0,0,0
Uninfected,14030,0,0,0,0
Uninfected,12800,0,0,0,0
Uninfected,16348,0,0,0,0
Uninfected,16809,0,0,0,0
Uninfected,10686,0,0,0,0
Uninfected,12408.5,0,0,0,0
Uninfected,14165,0,0,0,0
Uninfected,10965.5,0,0,0,0
Uninfected,11945,0,0,0,0
Uninfected,12008,0,0,0,0
Uninfected,10626.5,0,0,0,0
Uninfected,13078.5,0,0,0,0
Uninfected,10241,0,0,0,0
